procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0 473220 175485824  35632 798260416    0    0     0     0 105195 10965 25  1 74  0  0
 3  0 473220 175485920  35632 798260416    0    0     0     2 9060 3933  3  0 97  0  0
 4  0 473220 175482880  35632 798260416    0    0     0    80 8658 3093  2  0 97  0  0
 5  0 473220 175482080  35632 798260416    0    0     0  1420 9689 3775  2  0 98  0  0
 4  0 473220 175484128  35632 798260416    0    0     0   450 8052 3201  2  0 98  0  0
 3  0 473220 175484384  35632 798260416    0    0     0    11 9884 4578  2  0 97  0  0
 3  0 473220 175484560  35632 798260416    0    0     0  3042 7688 3500  2  0 98  0  0
 3  0 473220 175484544  35632 798260480    0    0     0    44 9487 5030  2  0 98  0  0
 3  0 473220 175484576  35632 798260480    0    0     0    42 7288 3340  2  0 98  0  0
 3  0 473220 175483792  35632 798260480    0    0     0    92 8370 4040  2  0 98  0  0
 3  0 473220 175482416  35632 798260480    0    0     0    10 9684 6317  2  0 98  0  0
 3  0 473220 175480368  35632 798260480    0    0     0    52 7178 3095  2  0 98  0  0
 3  0 473220 175481136  35632 798260480    4    0     4     0 7649 3261  2  0 98  0  0
 3  0 473220 175481200  35632 798260480    0    0     0    43 9129 4066  2  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 473220 175480336  35632 798260480    0    0     0    95 8417 4158  2  0 98  0  0
 3  0 473220 175481312  35632 798260480    0    0     0     0 9868 4875  2  0 98  0  0
 3  0 473220 175482032  35632 798260480    0    0     0     0 8176 4124  2  0 98  0  0
 3  0 473220 175482544  35632 798260544    0    0     0   188 16612 3810  2  0 98  0  0
 3  0 473220 175483664  35632 798260544    0    0     0     0 8508 3628  2  0 98  0  0
 5  0 473220 175481648  35632 798260544    0    0     0   149 8740 4573  2  0 98  0  0
 4  0 473220 175482592  35632 798260544    0    0     0    83 7333 3299  2  0 98  0  0
 3  0 473220 175482624  35632 798260544    0    0     0    60 8676 4049  2  0 98  0  0
 3  0 473220 175482896  35632 798260544    0    0     0     0 15416 3201  2  0 98  0  0
 3  0 473220 175481856  35632 798260544    0    0     0     0 19405 3229  2  0 98  0  0
 3  0 473220 175482528  35632 798260544    0    0     0   134 27005 9041  8  0 92  0  0
 3  0 473220 175490112  35632 798260544    0    0     0   102 47560 13068 15  0 84  0  0
 3  0 473220 175480592  35632 798260544    0    0     0   221 41246 11725 13  0 87  0  0
257  0 473220 174825488  35632 798260544    0    0     0     3 64150 12376 21  1 78  0  0
 3  0 473220 175478560  35632 798260544    0    0     0     0 59749 5703  8  0 92  0  0
 3  0 473220 175478512  35632 798260544    0    0     0     0 9028 4378  2  0 98  0  0
 3  0 473220 175479696  35632 798260544    0    0     0   136 7262 3277  2  0 98  0  0
 4  0 473220 175460000  35632 798260608    0    0     0   307 30512 26507  3  1 97  0  0
 4  0 473220 175457552  35632 798260608    0    0     0    79 13341 16759  2  0 97  0  0
 4  0 473220 174802768  35632 798565888    0    0     0     0 20742 17026  2  1 97  0  0
 3  0 473220 175458368  35632 798260736    0    0     0 348423 27557 17618  3  1 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 473220 175458528  35632 798260736    0    0     0    20 7814 2858  2  0 98  0  0
131  0 473220 175458848  35632 798260736    0    0     0  1994 8776 3394  2  0 98  0  0
 3  0 473220 175457376  35632 798260736    0    0     0     0 8171 3502  2  0 98  0  0
 4  0 473220 175470064  35632 798260736    0    0     0    69 8807 4725  2  0 98  0  0
 4  0 473220 175470272  35632 798260736    0    0     0     0 8832 3218  2  0 98  0  0
 3  0 473220 175471312  35632 798260736    0    0     0    12 7089 2686  2  0 98  0  0
 3  0 473220 175474864  35632 798260736    0    0     0    26 9823 4917  2  0 98  0  0
 3  0 473220 175474144  35632 798260544    0    0     0   639 18688 5119  3  0 97  0  0
 3  0 473220 175475616  35632 798260544    0    0     0   150 10223 3573  2  0 98  0  0
 3  0 473220 175476672  35632 798260544    0    0     0     0 9720 2942  2  0 98  0  0
 3  0 473220 175476672  35632 798260544    0    0     0     0 17230 3578  3  0 97  0  0
 3  0 473220 175475168  35632 798260544    0    0     0     0 8766 2874  2  0 98  0  0
 3  0 473220 175475568  35632 798260544    0    0     0    64 7635 3797  2  0 98  0  0
 3  0 473220 175476768  35632 798260544    0    0     0    14 8349 3222  2  0 98  0  0
 3  0 473220 175476768  35632 798260544    0    0     0     0 7755 3453  2  0 98  0  0
 4  0 473220 175475664  35632 798260544    0    0     0     0 7201 2832  2  0 98  0  0
 3  0 473220 175475728  35632 798260544    0    0     0     0 8612 3107  2  0 98  0  0
 4  0 473220 175476576  35632 798260544    0    0     0   208 7724 3777  2  0 98  0  0
 3  0 473220 175476832  35632 798260544    0    0     0     0 31038 9652 10  0 90  0  0
 3  0 473220 175478912  35632 798260544    0    0     0     2 37877 7093 12  1 87  0  0
 3  0 473220 175491232  35632 798260544    0    0     0    10 7018 3020  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 473220 175491776  35632 798260544    0    0     0   107 26920 3699  3  0 97  0  0
 3  0 473220 175487840  35632 798260544    0    0     0     0 12801 4347  2  0 98  0  0
 4  0 473220 175488000  35632 798260544    0    0     0   116 6940 2890  2  0 98  0  0
 3  0 473220 175486688  35632 798260544    0    0     0   127 9822 4104  2  0 98  0  0
 3  0 473220 175487920  35632 798260544    0    0     0     3 7143 2885  2  0 98  0  0
 4  0 473220 175487968  35632 798260544    0    0     0     0 8703 3751  2  0 98  0  0
 3  0 473220 175488272  35632 798260544    0    0     0 53908 33330 9640 10  0 89  0  0
 3  0 473220 175488000  35632 798260544    0    0     0     0 61588 14571 20  0 79  0  0
132  0 473220 175169024  35632 798260544    0    0     0   555 66663 14922 22  1 78  0  0
 3  0 473220 175488576  35632 798260544    0    0     0    65 25886 3838  8  1 91  0  0
 3  0 473220 175488000  35632 798260544    0    0     0  3093 9003 4121  3  0 97  0  0
 3  0 473220 175487056  35632 798260608    0    0     0    54 8104 4285  2  0 98  0  0
 3  0 473220 175488064  35632 798260608    0    0     0     0 6918 2784  2  0 98  0  0
 3  0 473220 175488128  35632 798260608    0    0     0     0 8843 3935  2  0 98  0  0
 3  0 473220 175488208  35632 798260608    0    0     0    12 7161 2949  2  0 98  0  0
 3  0 473220 175488272  35632 798260608    0    0     0     0 9082 3632  2  0 97  0  0
 3  0 473220 175488288  35632 798260608    0    0     0    16 8876 3244  2  0 97  0  0
 3  0 473220 175488352  35632 798260608    0    0     0   168 7546 3394  2  0 98  0  0
 3  0 473220 175488448  35632 798260608    0    0     0   195 9103 3196  2  0 98  0  0
 3  0 473220 175489024  35632 798260608    0    0     0     0 11000 5986  2  0 97  0  0
 3  0 473220 175489008  35632 798260608    0    0     0     0 7064 2662  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 473220 175489104  35632 798260608    0    0     0     0 7254 3405  2  0 98  0  0
 3  0 473220 175488112  35632 798260608    0    0     0   138 8697 3316  2  0 97  0  0
 3  0 473220 175488224  35632 798260608    0    0     0    84 7928 3266  2  0 98  0  0
 3  0 473220 174932784  35632 798468544    0    0     0     0 9596 2957  2  0 98  0  0
 3  0 473220 175488512  35632 798260864    0    0     0 347867 13080 5679  2  0 98  0  0
 3  0 473220 175489488  35632 798260416    0    0     0     0 6940 2836  2  0 98  0  0
 3  0 473220 175489488  35632 798260416    0    0     0     0 7634 3069  2  0 98  0  0
 3  0 473220 175489344  35632 798260416    0    0     0   146 8750 3384  2  0 98  0  0
 3  0 473220 175494688  35632 798260416    0    0     0    12 8047 4226  2  0 98  0  0
 3  0 473220 175494992  35632 798260416    0    0     0    96 6943 2700  2  0 98  0  0
 3  0 473220 175495152  35632 798260416    0    0     0     0 31424 9688 10  0 90  0  0
 3  0 473220 175495168  35632 798260416    0    0     0     0 52571 13622 17  0 83  0  0
 3  0 473220 175494528  35632 798260416    0    0     0     0 48406 13927 15  0 85  0  0
 3  0 473220 175493696  35632 798260416    0    0     0   124 54196 7516 17  1 82  0  0
 4  0 473220 175462672  35632 798262528    0    0     0   323 30753 26606  3  1 96  0  0
 4  0 473220 175460960  35632 798262528    0    0     0     3 13828 16309  2  0 97  0  0
 3  0 473220 175458896  35632 798262528    0    0     0     0 14465 16011  2  0 97  0  0
 5  0 473220 175459824  35632 798262528    0    0     0   469 16103 16831  3  0 97  0  0
 4  0 473220 175459840  35632 798262528    0    0     0    10 9539 4139  2  0 98  0  0
 3  0 473220 175459728  35632 798262528    0    0     0  1579 8044 3027  2  0 98  0  0
 3  0 473220 175459840  35632 798262528    0    0     0   276 7700 3405  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 473220 175471296  35632 798262528    0    0     0    66 9798 4548  2  0 98  0  0
 3  0 473220 175472160  35632 798262528    0    0     0     0 7931 3933  2  0 98  0  0
 3  0 473220 175472256  35632 798262528    0    0     0   208 7495 3143  2  0 98  0  0
 3  0 473220 175476176  35632 798262400    0    0     0     0 20232 5670  3  0 97  0  0
 3  0 473220 175476896  35632 798262400    0    0     0   630 7283 3227  2  0 98  0  0
 3  0 473220 175476848  35632 798262400    0    0     0     0 11523 3216  2  0 98  0  0
 3  0 473220 175476880  35632 798262400    0    0     0     0 9172 4401  2  0 98  0  0
 3  0 473220 175476896  35632 798262400    0    0     0     0 13303 3437  2  0 98  0  0
 3  0 473220 175476928  35632 798262400    0    0     0    84 6893 3048  2  0 98  0  0
 3  0 473220 175477104  35632 798262400    0    0     0   113 8725 3575  2  0 98  0  0
 3  0 473220 175476800  35632 798262400    0    0     0     3 8446 4024  2  0 98  0  0
 3  0 473220 175477072  35632 798262400    0    0     0     0 8416 3909  2  0 98  0  0
 3  0 473220 175477152  35632 798262400    0    0     0     0 10946 3437  2  0 97  0  0
 4  0 473220 175477184  35632 798262400    0    0     0    16 7078 2978  2  0 98  0  0
 4  0 473220 175477168  35632 798262400    0    0     0    76 7879 3358  2  0 98  0  0
 3  0 473220 175477408  35632 798262400    0    0     0     2 48657 15162 15  0 85  0  0
131  0 473220 175477488  35632 798262400    0    0     0     0 61305 14407 18  0 81  0  0
130  0 473220 174881584  35632 798262400    0    0     0    12 62593 11188 21  1 78  0  0
 3  0 473220 175488416  35632 798262400    0    0     0    79 18484 3745  6  0 94  0  0
 4  0 473220 175485408  35632 798262400    0    0     0   106 8837 4799  2  0 98  0  0
 4  0 473220 175484608  35632 798262400    0    0     0    50 7407 3302  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 473220 175484176  35632 798262400    0    0     0     0 10033 4387  2  0 98  0  0
 4  0 473220 175484656  35632 798262400    0    0     0    14 6889 3084  2  0 98  0  0
 4  0 473220 175483744  35632 798262400    0    0     0     0 7627 3631  2  0 98  0  0
 4  0 473220 175483376  35632 798262400    0    0     0     0 8813 4333  2  0 98  0  0
 4  0 473220 175482240  35632 798262400    0    0     0    84 7493 3159  2  0 98  0  0
 4  0 473220 175482112  35632 798262400    0    0     0     0 7535 3281  2  0 98  0  0
 4  0 473220 175481424  35632 798262400    0    0     0   370 10875 5159  2  0 97  0  0
 4  0 473220 175482960  35632 798262400    0    0     0    66 8045 3332  2  0 98  0  0
 4  0 473220 175480080  35632 798263040    0    0     0 350862 13242 4114  2  0 98  0  0
 4  0 473220 175479232  35632 798262656    0    0     0    34 8726 3574  2  0 98  0  0
 4  0 473220 175478272  35632 798262656    0    0     0     0 8074 3525  2  0 98  0  0
 4  0 473220 175479264  35632 798262656    0    0     0    10 7295 2808  2  0 98  0  0
 4  0 473220 175479296  35632 798262656    0    0     0     0 8359 3116  2  0 98  0  0
 4  0 473220 175479344  35632 798262656    0    0     0    83 7883 3904  2  0 98  0  0
 4  0 473220 175479408  35632 798262656    0    0     0    36 8794 3645  2  0 98  0  0
 4  0 473220 175479072  35632 798262656    0    0     0     3 8029 3286  2  0 98  0  0
 4  0 473220 175479072  35632 798262656    0    0     0   172 6932 2741  2  0 98  0  0
10  0 473220 175444736  35632 798262656    0    0     0     0 12498 16020  2  0 98  0  0
 3  0 473220 175478896  35632 798262784    0    0     0   132 9908 11751  1  0 99  0  0
130  0 473220 175483136  35632 798265344    0    0     0     0 17059 4737  5  0 95  0  0
 4  0 473220 175473952  35632 798265344    0    0     0     0 57801 13493 17  1 83  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 473220 175474544  35632 798265344    0    0     0     0 71610 15585 19  0 80  0  0
 3  0 473220 175477712  35632 798265344    0    0     0    72 63951 7519 18  1 81  0  0
 4  0 473220 175475088  35632 798265344    0    0     0    80 9079 3256  3  0 97  0  0
 3  0 473220 175475168  35632 798265344    0    0     0     0 8476 3340  2  0 98  0  0
 3  0 473220 175475168  35632 798265344    0    0     0  2930 7767 3166  2  0 98  0  0
 4  0 473220 175482800  35632 798265344    0    0     0    10 9053 3735  2  0 97  0  0
 3  0 473220 175480352  35632 798265408    0    0     0     0 7237 3541  2  0 98  0  0
 3  0 473220 175480496  35632 798265408    0    0     0     0 8596 3087  2  0 98  0  0
 4  0 473220 175480512  35632 798265408    0    0     0     0 15748 2731  2  0 98  0  0
 4  0 473220 175479984  35632 798265408    0    0     0     0 9350 4271  2  0 98  0  0
 3  0 473220 175480640  35632 798265408    0    0     0   216 8643 3226  2  0 98  0  0
 4  0 473220 175454096  35632 798265472    0    0     0   277 41327 28942  3  1 96  0  0
 5  0 473220 175453648  35632 798265472    0    0     0     0 14687 16105  2  0 97  0  0
 3  0 473220 175454112  35632 798265472    0    0     0     0 17271 16477  3  0 97  0  0
 4  0 473220 175452880  35632 798265472    0    0     0     0 15202 16767  2  0 98  0  0
 4  0 473220 175454288  35632 798265472    0    0     0   515 8545 4321  2  0 98  0  0
 3  0 473220 175453312  35632 798265472    0    0     0  1793 11265 4267  2  0 97  0  0
 3  0 473220 175453392  35632 798265472    0    0     0   172 7646 3455  2  0 98  0  0
 4  0 473220 175466080  35632 798265472    0    0     0    63 8169 3783  2  0 98  0  0
 3  0 473220 175466432  35632 798265472    0    0     0     0 9785 3664  2  0 98  0  0
 4  0 473220 175466592  35632 798265472    0    0     0    10 12206 3741  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 473220 175471072  35632 798265472    0    0     0   662 12760 4919  2  0 98  0  0
 4  0 473220 175471776  35632 798265408    0    0     0    18 35400 10021 11  0 88  0  0
131  0 473220 175471968  35632 798265408    0    0     0     0 54000 14261 18  0 82  0  0
131  0 473220 175472000  35632 798265408    0    0     0     0 55335 15024 18  0 82  0  0
 3  0 473220 175472448  35632 798265408    0    0     0     0 47725 4877 16  1 83  0  0
 3  0 473220 175472448  35632 798265408    0    0     0   290 8594 2895  2  0 97  0  0
 3  0 473220 175472416  35632 798265408    0    0     0   108 15489 2726  2  0 98  0  0
 3  0 473220 175472480  35632 798265408    0    0     0     0 7250 2725  2  0 98  0  0
 3  0 473220 175472432  35632 798265408    0    0     0     0 10360 4653  2  0 97  0  0
 3  0 473220 175472544  35632 798265408    0    0     0     0 7191 2674  2  0 98  0  0
 3  0 473220 175471600  35632 798265408    0    0     0    58 7696 2951  2  0 98  0  0
 4  0 473220 175471632  35632 798265408    0    0     0   123 8819 3141  2  0 97  0  0
 4  0 473220 175471872  35632 798265472    0    0     0     0 7727 3387  2  0 98  0  0
 3  0 473220 175470816  35632 798265792    0    0     0 347766 12476 5010  2  0 98  0  0
 3  0 473220 175480592  35632 798265408    0    0     0    30 8256 3115  2  0 98  0  0
 3  0 473220 175480144  35632 798265408    0    0     0   103 7349 2904  2  0 98  0  0
 3  0 473220 175480656  35632 798265408    0    0     0     5 18455 3602  3  0 97  0  0
 3  0 473220 175480688  35632 798265408    0    0     0     0 7220 2868  2  0 98  0  0
 6  0 473220 175475168  35632 798265408    0    0     0     0 8363 4032  2  0 98  0  0
 3  0 473220 175475184  35632 798265472    0    0     0    16 9087 3550  2  0 98  0  0
 3  0 473220 175475344  35632 798265472    0    0     0     7 7434 3154  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 473220 175475168  35632 798265472    0    0     0     5 8351 2833  2  0 98  0  0
 3  0 473220 175475232  35632 798265472    0    0     0     0 8350 3122  2  0 98  0  0
 3  0 473220 175475376  35632 798265472    0    0     0     0 8131 3713  2  0 98  0  0
 3  0 473220 175475392  35632 798265472    0    0     0   399 7292 3244  2  0 98  0  0
 3  0 473220 175474976  35632 798265472    0    0     0    18 11491 4273  3  0 97  0  0
 4  0 473220 175475200  35632 798265472    0    0     0  3160 59149 15095 19  0 81  0  0
 4  0 473220 175475712  35632 798265472    0    0     0     0 56691 16586 18  0 82  0  0
131  0 473220 175478080  35632 798265472    0    0     0     0 64799 9804 22  1 77  0  0
 4  0 473220 175477088  35632 798265472    0    0     0    12 8984 3075  3  0 97  0  0
 4  0 473220 175474624  35632 798265472    0    0     0     0 7157 2765  2  0 98  0  0
 4  0 473220 175475888  35632 798265472    0    0     0     0 10824 3207  2  0 97  0  0
 3  0 473220 175474304  35632 798265472    0    0     0   227 9062 4138  2  0 98  0  0
 3  0 473220 175473248  35632 798265472    0    0     0     0 8453 3507  2  0 98  0  0
 4  0 473220 175473408  35632 798265472    0    0     0   142 8492 3372  2  0 98  0  0
 3  0 473220 175474352  35632 798265472    0    0     0     0 6892 2941  2  0 98  0  0
 6  0 473220 175474432  35632 798265472    0    0     0     0 8139 4713  2  0 98  0  0
 3  0 473220 175473984  35632 798265472    0    0     0     0 9245 3915  2  0 97  0  0
 3  0 473220 175473376  35632 798265472    0    0     0    96 7745 3488  2  0 98  0  0
 3  0 473220 175474528  35632 798265472    0    0     0     0 8735 3628  2  0 98  0  0
 3  0 473220 175474704  35632 798265472    0    0     0    65 8220 3878  2  0 98  0  0
 4  0 473220 175473696  35632 798265472    0    0     0     0 8451 4282  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 473220 175473472  35632 798265472    0    0     0     0 8876 3721  2  0 98  0  0
 3  0 473220 175472576  35632 798265472    0    0     0   242 8212 3559  2  0 98  0  0
 3  0 473220 175479632  35632 798265472    0    0     0    88 7763 3805  2  0 98  0  0
 3  0 473220 175481120  35632 798265472    0    0     0     0 13456 3779  2  0 97  0  0
 3  0 473220 175478064  35632 798265472    0    0     0     0 12092 4063  2  0 98  0  0
 4  0 473220 175478944  35632 798265536    0    0     0     0 7322 3325  2  0 98  0  0
 3  0 473220 175477024  35632 798265536    0    0     0     0 8895 4220  2  0 98  0  0
 7  0 473220 175449264  35632 798265536    0    0     0   120 7855 3883  2  0 98  0  0
 4  0 477828 175752128  35632 798266112    0 4436     0  4917 34381 35937  1  1 98  0  0
91  0 477828 175452352  35632 798266368    0    0     0     0 17719 15624  2  1 97  0  0
 4  0 477828 175458560  35632 798266368    0    0     0     0 63158 26077 19  1 81  0  0
 4  0 477828 175457680  35632 798266368    0    0     0     0 65496 28579 19  1 80  0  0
 3  0 477828 175461472  35632 798266368    0    0     0   356 61601 11929 20  1 79  0  0
 3  0 477828 175458400  35632 798266368    0    0     0  3009 9567 4942  2  0 98  0  0
 3  0 477828 175458432  35632 798266368    0    0     0   333 20797 5267  3  0 97  0  0
 3  0 477828 175470736  35632 798266368    0    0     0    21 8524 4222  2  0 98  0  0
 3  0 477828 175469840  35632 798266368    0    0     0     0 8467 3471  2  0 98  0  0
 4  0 477828 175470864  35632 798266368    0    0     0    10 8898 4013  2  0 98  0  0
 3  0 477828 175474048  35632 798266368    0    0     0 172795 31124 6476  2  0 98  0  0
 3  0 477828 175476304  35632 798266240    0    0     0    21 7976 3256  2  0 98  0  0
 3  0 477828 175476416  35632 798266240    0    0     0     0 8188 3151  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 477828 175476544  35632 798266240    0    0     0     0 8460 2982  2  0 98  0  0
 3  0 477828 175476688  35632 798266240    0    0     0     0 9613 3433  2  0 98  0  0
 3  0 477828 175476768  35632 798266240    0    0     0 175698 11876 4260  2  0 98  0  0
 4  0 477828 175476832  35632 798266240    0    0     0   160 7084 2887  2  0 98  0  0
 4  0 477828 175476928  35632 798266240    0    0     0     0 7270 2903  2  0 98  0  0
 3  0 477828 175477040  35632 798266240    0    0     0     0 14132 3830  2  0 97  0  0
 3  0 477828 175477056  35632 798266240    0    0     0     0 12709 2959  2  0 98  0  0
 3  0 477828 175477344  35632 798266240    0    0     0     0 7818 3540  2  0 98  0  0
 3  0 477828 175477408  35632 798266240    0    0     0    48 8763 3294  2  0 98  0  0
 3  0 477828 175477440  35632 798266240    0    0     0     2 7754 3241  2  0 98  0  0
 3  0 477828 175478192  35632 798266240    0    0     0     0 7593 2953  2  0 98  0  0
 3  0 477828 175486864  35632 798266240    0    0     0    12 8453 3254  2  0 98  0  0
 3  0 477828 175481824  35632 798266240    0    0     0   106 39619 11664 13  0 87  0  0
 4  0 477828 175482016  35632 798266240    0    0     0    48 46588 13841 15  0 85  0  0
131  0 477828 175375040  35632 798266240    0    0     0     0 61112 14219 20  0 79  0  0
 3  0 477828 175482272  35632 798266240    0    0     0     0 42953 5454 14  1 85  0  0
 3  0 477828 175481792  35632 798266240    0    0     0     0 9824 4801  2  0 97  0  0
 3  0 477828 175481936  35632 798266240    0    0     0     2 7636 3155  2  0 98  0  0
 4  0 477828 175482048  35632 798266240    0    0     0   200 7578 3092  2  0 98  0  0
 3  0 477828 175482272  35632 798266240    0    0     0     0 8688 3156  2  0 98  0  0
 3  0 477828 175482320  35632 798266240    0    0     0     0 7818 3128  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 477828 175480352  35632 798266240    0    0     0   454 12134 4197  2  0 98  0  0
 3  0 477828 175480384  35632 798266240    0    0     0    14 12810 3021  2  0 97  0  0
 3  0 477828 175480192  35632 798266240    0    0     0  3205 13150 4080  2  0 98  0  0
 3  0 477828 175480432  35632 798266240    0    0     0    90 7714 3002  2  0 98  0  0
 3  0 477828 175480656  35632 798266240    0    0     0     0 9298 3950  2  0 98  0  0
 4  0 477828 175479840  35632 798266240    0    0     0    10 7519 3654  2  0 98  0  0
 4  0 477828 175479936  35632 798266240    0    0     0     0 8036 2766  2  0 98  0  0
 3  0 477828 175480672  35632 798266240    0    0     0     0 9139 3513  2  0 97  0  0
 3  0 477828 175480672  35632 798266240    0    0     0   102 26697 3376  2  0 98  0  0
 3  0 477828 175481024  35632 798266304    0    0     0    18 18546 4242  2  0 98  0  0
 3  0 477828 175480576  35632 798266304    0    0     0   164 12809 3179  2  0 97  0  0
 3  0 477828 175481680  35632 798266304    0    0     0     0 7061 2834  2  0 98  0  0
 3  0 477828 175481184  35632 798266304    0    0     0     0 12438 3325  2  0 98  0  0
 3  0 477828 175481696  35632 798266304    0    0     0     0 9295 3520  2  0 97  0  0
 3  0 477828 175480640  35632 798266304    0    0     0   100 8399 4004  2  0 98  0  0
 3  0 477828 175481616  35632 798266304    0    0     0     0 7294 2934  2  0 98  0  0
130  0 477828 175479088  35632 798266304    0    0     0    74 52799 11446 14  0 86  0  0
130  0 477828 175478720  35632 798266304    0    0     0     0 70663 14257 19  0 81  0  0
 3  0 477828 175479776  35632 798266304    0    0     0     0 78709 13373 26  1 72  0  0
 4  0 477828 175480304  35632 798266304    0    0     0   378 8067 3205  2  0 98  0  0
 4  0 477828 175486944  35632 798266304    0    0     0    10 7692 3283  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0 477828 175488704  35632 798266304    0    0     0     0 10420 3256  3  0 97  0  0
 3  0 477828 175488736  35632 798266304    0    0     0     0 7190 2867  2  0 98  0  0
 4  0 477828 174914896  35632 798491584    0    0     0     0 7771 2999  2  0 98  0  0
 3  0 477828 175481728  35632 798266368    0    0     0 347816 14546 5693  2  0 97  0  0
 4  0 477828 175482800  35632 798266368    0    0     0   144 7919 3521  2  0 98  0  0
 4  0 477828 175458784  35632 798266496    0    0     0   282 27715 21414  2  1 97  0  0
 3  0 477828 175459520  35632 798266432    0    0     0     3 14560 16773  2  0 97  0  0
 6  0 477828 175456544  35632 798266432    0    0     0     0 14017 16357  2  0 98  0  0
 4  0 477828 175456544  35632 798266432    0    0     0     0 14959 17635  2  0 98  0  0
 3  0 477828 175456960  35632 798266432    0    0     0   328 15354 6762  2  0 97  0  0
 3  0 477828 175457360  35632 798266432    0    0     0  1645 8237 3281  2  0 98  0  0
 4  0 477828 175456960  35632 798266432    0    0     0    72 16375 4051  2  0 98  0  0
 3  0 477828 175469968  35632 798266432    0    0     0   183 11792 5903  2  0 97  0  0
 3  0 477828 175470144  35632 798266432    0    0     0     0 7652 3105  2  0 98  0  0
 5  0 477828 175470784  35632 798266432    0    0     0    10 7869 2932  2  0 98  0  0
 3  0 477828 175474016  35632 798266432    0    0     0     0 10709 5004  2  0 97  0  0
 3  0 477828 175477472  35632 798266432    0    0     0   604 8041 3519  2  0 98  0  0
130  0 477828 175477296  35632 798266432    0    0     0    48 27849 9025  8  0 91  0  0
132  0 477828 175477408  35632 798266432    0    0     0     0 51397 13643 17  0 83  0  0
 3  0 477828 175477568  35632 798266432    0    0     0     0 63226 14261 19  0 81  0  0
 3  0 477828 175478880  35632 798266432    0    0     0     0 80700 10619 25  1 74  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 477828 175479152  35632 798266432    0    0     0   123 7281 3108  2  0 98  0  0
 3  0 477828 175479280  35632 798266432    0    0     0     3 7735 3937  2  0 98  0  0
 3  0 477828 175478384  35632 798266432    0    0     0     0 8805 3913  2  0 98  0  0
 3  0 477828 175479456  35632 798266432    0    0     0   186 7447 3145  2  0 98  0  0
 3  0 477828 175479520  35632 798266496    0    0     0    18 7526 3050  2  0 98  0  0
 3  0 477828 175479632  35632 798266496    0    0     0     0 9077 4391  2  0 98  0  0
 3  0 477828 175479040  35632 798266496    0    0     0     2 7670 3638  2  0 98  0  0
 4  0 477828 175479600  35632 798266496    0    0     0     0 7873 3176  2  0 98  0  0
 3  0 477828 175487264  35632 798266496    0    0     0   145 8729 3782  2  0 98  0  0
 3  0 477828 175488032  35632 798266496    0    0     0   176 7603 3364  2  0 98  0  0
 3  0 477828 175484512  35632 798266496    0    0     0     0 8222 4466  2  0 98  0  0
 3  0 477828 175483392  35632 798266496    0    0     0     0 9008 3352  2  0 98  0  0
 3  0 477828 175483424  35632 798266496    0    0     0     0 7689 3166  2  0 98  0  0
