procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0 147560 99300400  26836 875106048    0    0     0    62 126692 15406 15  0 84  0  0
 4  0 147560 99204064  26836 875106048    0    0     0     3 130190 15405 14  0 85  0  0
 4  0 147560 99026792  26836 875106048    0    0     0     0 596113 10257 25  1 74  0  0
 4  0 147560 98870056  26836 875106048    0    0     0    46 171133 15012 13  0 87  0  0
 5  0 147560 98806168  26836 875106112    0    0     0   348 86151 15326 14  0 85  0  0
 4  0 147560 98768576  26836 875106112    0    0     0     0 67515 18388 15  0 85  0  0
 5  0 147560 98678624  26836 875106112    0    0     0     0 123086 15518 22  1 77  0  0
 5  0 147560 98507792  26836 875106112    0    0     0     0 53028 16399 16  0 84  0  0
131  0 147560 98400240  26836 875106112    0    0     0     0 42011 14799 13  0 87  0  0
 3  0 147560 98403240  26836 875106112    0    0     0   178 66086 10379 20  1 79  0  0
130  0 147560 98246760  26836 875106112    0    0     0   152 46956 12071 15  0 84  0  0
 3  0 147560 98388944  26836 875117632    0    0     0     0 61550 12526 16  1 83  0  0
 4  0 147560 98389312  26836 875117632    0    0     0     0 72499 15591 18  0 81  0  0
130  0 147560 97792288  26836 875117632    0    0     0     0 73457 10572 18  1 81  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 147560 98408384  26836 875117632    0    0     0 11684 57515 13997 18  0 82  0  0
 3  0 147560 98413952  26836 875117696    0    0     0     9 46487 11936 15  0 85  0  0
 4  0 147560 97891104  26836 875117696    0    0     0     3 91830 11453 24  1 75  0  0
 3  0 147560 98399352  26836 875117696    0    0     0     0 46072 12699 14  0 86  0  0
 4  0 147560 98389888  26836 875117696    0    0     0     0 43468 12429 13  0 86  0  0
130  0 147560 97736656  26836 875117696    0    0     0    16 84920 12688 24  1 75  0  0
130  0 147560 98389664  26836 875117696    0    0     0  2474 63019 14490 18  0 81  0  0
 4  0 147560 98389792  26836 875117696    0    0     0     3 46635 14265 15  0 85  0  0
 3  0 147560 98391064  26836 875117696    0    0     0    73 110451 12179 25  1 74  0  0
 3  0 147560 98391152  26836 875117696    0    0     0  3088 45695 13080 14  0 86  0  0
130  0 147560 98389512  26836 875117696    0    0     0     0 44282 12373 14  0 86  0  0
135  0 147560 98911568  26836 875117696    0    0     0    56 59085 16893 16  0 84  0  0
130  0 147560 98938600  26836 875117696    0    0     0   114 81037 12037 23  1 77  0  0
 3  0 147560 98937816  26836 875117696    0    0     0     0 44312 14217 14  0 86  0  0
131  0 147560 98805888  26836 875117696    0    0     0     0 63166 14125 20  0 80  0  0
130  0 147560 98936048  26836 875117696    0    0     0    31 79298 10968 19  1 80  0  0
 3  0 147560 98936336  26836 875117696    0    0     0     7 53297 13638 17  0 83  0  0
130  0 147560 98282616  26836 875117696    0    0     0  1533 138745 11779 25  1 74  0  0
 4  0 147560 98936120  26836 875117760    0    0    44     0 47503 15423 14  0 86  0  0
 3  0 147560 99369384  26836 875117760    0    0     0     0 90219 20942 19  0 81  0  0
 3  0 147560 99371288  26836 875117760    0    0     0   152 120690 10516 22  1 77  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0 147560 99345336  26836 875117696    0    0     0   260 75879 36001 18  1 81  0  0
 4  0 147560 99346192  26836 875117696    0    0     0   164 51443 25765 14  1 85  0  0
 4  0 147560 98823272  26836 875117696    0    0     0    29 186192 21382 27  1 72  0  0
131  0 147560 99338064  26836 875117696    0    0     0     3 55022 24759 15  1 85  0  0
 4  0 147560 99303824  26836 875117696    0    0     0     0 45549 25637 12  1 87  0  0
 3  0 147560 99305024  26836 875117696    0    0     0  1732 53644 22028 15  0 84  0  0
130  0 147560 99298800  26836 875117696    0    0     0    79 405388 11377 27  1 72  0  0
130  0 147560 99336976  26836 875117696    0    0     0    68 58503 12543 14  0 86  0  0
 3  0 147560 99335016  26836 875117696    0    0     0     0 96995 13527 16  0 84  0  0
 3  0 147560 99334864  26836 875117696    0    0     0     0 534146 10192 24  1 75  0  0
 3  0 147560 99357376  26836 875117696    0    0     0   230 93204 14999 14  0 86  0  0
 3  0 147560 99357408  26836 875117696    0    0     0     0 72096 11793 14  0 86  0  0
130  0 147560 98700352  26836 875117696    0    0     0     0 554527 9886 26  1 73  0  0
 3  0 147560 99355104  26836 875117696    0    0     0  2032 158677 10614 14  0 86  0  0
 3  0 147560 99352976  26836 875117696    0    0     0     0 44008 12919 11  0 88  0  0
 3  0 147560 99352248  26836 875117696    0    0     0   624 49207 13304 13  0 87  0  0
 3  0 147560 99352880  26836 875117760    0    0     0   418 42593 9025  9  0 91  0  0
 3  0 147560 99352656  26836 875117760    0    0     0     0 584653 8006 31  1 67  0  0
130  0 147560 99337712  26836 875129280    0    0     0   544 249957 10630 19  1 80  0  0
130  0 147560 99338352  26836 875129280    0    0     0     0 59144 15357 19  0 80  0  0
 3  0 147560 99339056  26836 875129280    0    0     0     0 61201 15038 19  0 80  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
130  0 147560 99340800  26836 875129280    0    0     0     2 125494 11085 24  1 75  0  0
 4  0 147560 99338776  26836 875129280    0    0     0     0 53690 13076 17  0 82  0  0
 3  0 147560 98812736  26836 875129280    0    0     0 11632 123677 11235 24  1 75  0  0
 3  0 147560 99338784  26836 875129280    0    0     0    48 38553 10455 12  0 87  0  0
133  0 147560 99236712  26836 875129280    0    0     0    10 57172 16457 18  0 82  0  0
131  0 147560 98487120  26836 875129280    0    0     0     3 81518 14740 23  1 76  0  0
 4  0 147560 98986640  26836 875129280    0    0     0     0 83779 15384 18  0 82  0  0
 5  0 147560 98824624  26836 875129280    0    0     0    32 51306 14834 16  0 84  0  0
132  0 147560 98115424  26836 875129280    0    0     0  1678 108954 12320 24  1 75  0  0
 4  0 147560 98728720  26836 875129280    0    0     0     0 91179 17773 18  0 82  0  0
 4  0 147560 98627536  26836 875129280    0    0     0     0 56867 18348 17  0 82  0  0
 4  0 147560 98460336  26836 875129280    0    0     0     0 121500 13450 24  1 75  0  0
130  0 147560 98368528  26836 875129280    0    0     0     0 54161 16424 17  0 83  0  0
 3  0 147560 98361552  26836 875129280    0    0     0     0 55755 13808 18  0 82  0  0
 3  0 147560 98338312  26836 875129280    0    0     0   320 152096 9296 21  1 78  0  0
 3  0 147560 98335792  26836 875129280    0    0     0     0 51613 13200 17  0 83  0  0
131  0 147560 98359728  26836 875129280    0    0     0     0 49484 14359 15  0 84  0  0
 2  0 147560 103344384  26836 875112128   12    0    12     0 156893 13052 24  1 75  0  0
 3  0 147560 103259232  26836 875112128    0    0     0     0 55903 13484 14  3 83  0  0
 3  0 147560 103189280  26836 875112128    0    0     0   157 119094 13092 18  0 82  0  0
130  0 147560 103060176  26836 875112192    0    0     0    23 352673 12809 16  1 84  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0 147560 102960376  26836 875112192    0    0     4     0 937852 11997 27  2 71  0  0
 3  0 147560 102608432  26836 875112192    0    0     0     0 122676 14483 17  0 82  0  0
 3  0 147560 102280672  26836 875112192    0    0     0     0 99703 13902 15  1 85  0  0
 3  0 147560 101318544  26836 875112192    0    0     0  2078 197888 8995 22  1 78  0  0
130  0 147560 102460488  26836 875112192    0    0     0   384 52644 15015 16  0 83  0  0
131  0 147560 102152976  26836 875112192    0    0     0    12 78453 16993 21  0 79  0  0
130  0 147560 101251424  26836 875122432    0    0     0  3167 157223 7492 18  1 81  0  0
 3  0 147560 100116288  26836 875129024    0    0     0    46 43372 12104 14  0 86  0  0
130  0 147560 99206824  26836 875129408    0    0     0   195 53307 13748 16  0 84  0  0
 4  0 147560 99193744  26836 875129408    0    0     0     0 115594 8009 18  1 82  0  0
 3  0 147560 99193072  26836 875129408    0    0     0     0 45006 12543 14  0 86  0  0
 3  0 147560 99191272  26836 875129408    0    0     0     0 52711 12620 15  0 85  0  0
130  0 147560 99125008  26836 875129408    0    0     0     0 50511 12228 15  0 84  0  0
 4  0 147560 99181504  26836 875129408    0    0     0    12 55992 9158 18  1 81  0  0
131  0 147560 99179392  26836 875129408    0    0     0   136 42224 11718 14  0 86  0  0
 8  0 147560 99546256  26836 875129408    0    0     0     0 66567 16641 14  0 85  0  0
 8  0 147560 100155840  26836 875129408    0    0     0     0 130386 11786 20  1 79  0  0
131  0 147560 100171856  26836 875129408    0    0     0   148 59006 14398 17  1 82  0  0
 5  0 147560 100145080  26836 875129408    0    0     0   283 68686 40186 15  1 84  0  0
133  0 147560 100142144  26836 875129408    0    0     0   180 56709 26726 16  1 83  0  0
 5  0 147560 100146288  26836 875129408    0    0     0     0 86615 21979 24  1 75  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0 147560 100142640  26836 875129408    0    0     0     0 58181 25706 17  1 82  0  0
 5  0 147560 100142304  26836 875129408    0    0     0     0 59219 26254 16  1 83  0  0
131  0 147560 100146736  26836 875129408    0    0     0  1930 85477 18249 21  1 78  0  0
 3  0 147560 100145248  26836 875129408    0    0     0   184 50877 13711 17  0 83  0  0
 3  0 147560 100145552  26836 875129472    0    0     0     0 50008 14278 16  0 84  0  0
 4  0 147560 100147720  26836 875129472    0    0     0     0 68089 9694 21  1 78  0  0
 5  0 147560 100156576  26836 875129472    0    0     0     0 52362 13917 17  0 83  0  0
130  0 147560 100168656  26836 875129472    0    0     0    36 54212 15347 17  0 83  0  0
130  0 147560 100171008  26836 875129472    0    0     0   635 85418 10295 21  1 78  0  0
 5  0 147560 100170032  26836 875129472    0    0     0  2019 63095 16742 20  0 79  0  0
130  0 147560 100171168  26836 875129472    0    0     0     0 54467 15126 17  0 82  0  0
 3  0 147560 100172816  26836 875129472    0    0     0     0 73620 9337 19  1 80  0  0
130  0 147560 100170448  26836 875129472    0    0     0     0 64282 16779 20  1 79  0  0
130  0 147560 100170584  26836 875129472    0    0     0   496 35515 11089 11  0 89  0  0
130  0 147560 100171104  26836 875129472    0    0     0   103 92628 9933 22  1 77  0  0
 3  0 147560 100170848  26836 875129472    0    0     0   865 50749 13880 16  0 83  0  0
 3  0 147560 100170936  26836 875129472    0    0     0     0 51038 12978 17  0 83  0  0
130  0 147560 100172392  26836 875129472    0    0     0     0 106637 10811 22  1 77  0  0
 3  0 147560 100172064  26836 875129472    0    0     0     0 62902 14762 21  0 79  0  0
 3  0 147560 100170136  26836 875129472    0    0     0     0 102320 13388 24  1 76  0  0
 4  0 147560 100168088  26836 875129472    0    0     0   146 55512 15240 18  0 82  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 147560 100163888  26836 875132288    0    0     0    78 41492 14064 13  0 87  0  0
 5  0 147560 100051472  26836 875132288    0    0     0    13 146841 15450 26  1 73  0  0
135  0 147560 99970160  26836 875132288    0    0     0     0 45689 14673 13  0 86  0  0
131  0 147560 99793408  26836 875132224    0    0     0     0 58160 16420 18  0 81  0  0
 4  0 147560 99639200  26836 875132224    0    0     0  2890 133934 12352 22  1 77  0  0
 5  0 147560 99571408  26836 875132224    0    0     0   188 58807 16424 19  0 81  0  0
 9  0 147560 99535944  26836 875132224    0    0     0     0 62325 18276 14  0 86  0  0
131  0 147560 99412160  26836 875132224    0    0     0     0 117473 14574 22  1 77  0  0
112  0 147560 99240936  26836 875132224    0    0     0     0 47008 16221 15  0 85  0  0
 3  0 147560 99146888  26836 875132224    0    0     0     0 38211 13244 12  0 88  0  0
130  0 147560 99146136  26836 875132224    0    0     0   317 46229 12216 15  0 84  0  0
 4  0 147560 99148544  26836 875132224    0    0     0     3 60125 10211 19  1 80  0  0
 3  0 147560 99146144  26836 875132224    0    0     0     0 41017 12367 13  0 87  0  0
 3  0 147560 99145136  26836 875132224    0    0     0     0 50136 14670 16  0 84  0  0
 3  0 147560 99148192  26836 875132224    0    0     0     0 57828 10084 20  1 80  0  0
 3  0 147560 99153376  26836 875132224    0    0     0  1958 49572 10825 16  1 83  0  0
131  0 147560 99154960  26836 875132224    0    0     0    30 44704 12623 14  0 86  0  0
 3  0 147560 99149144  26836 875132224    0    0     0     0 71368 16552 17  0 83  0  0
131  0 147560 99148000  26836 875132224    0    0     0     0 78068 9833 22  1 77  0  0
 3  0 147560 99148112  26836 875132224    0    0     0    16 46627 12106 15  0 84  0  0
 3  0 147560 99148656  26836 875132224    0    0     0     0 46194 12518 15  0 85  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 147560 99149048  26836 875132288    0    0     0   241 78805 13691 21  1 78  0  0
 3  0 147560 99147840  26836 875132288    0    0     0   483 47541 13999 15  0 85  0  0
130  0 147560 99148184  26836 875132288    0    0     0     0 51522 13793 17  0 83  0  0
131  0 147560 99150264  26836 875132288    0    0     0  3277 88402 10005 21  1 78  0  0
 3  0 147560 99148560  26836 875132288    0    0     0    46 54890 14969 18  0 82  0  0
 3  0 147560 99149584  26836 875132288    0    0     0    95 54965 13787 18  0 82  0  0
130  0 147560 99151776  26836 875132288    0    0     0     0 66271 10484 20  1 79  0  0
 4  0 147560 99148224  26836 875132288    0    0     0     0 73009 12793 17  0 83  0  0
 3  0 147560 99148680  26836 875132288    0    0     0     0 65838 12785 15  0 84  0  0
 4  0 147560 99150048  26836 875132288    0    0     0     0 78314 9824 20  1 79  0  0
 3  0 147560 99149520  26836 875132288    0    0     0   224 56620 15379 18  0 82  0  0
 3  0 147560 99149664  26836 875132288    0    0     0     0 51216 13887 17  0 83  0  0
 8  0 147560 99325136  26836 875132288    0    0     0     0 80765 13950 22  1 77  0  0
 8  0 147560 100159352  26836 875132288    0    0     0     0 83546 21839 16  0 83  0  0
133  0 147560 99809136  26836 875132288    0    0     0     0 88598 17699 23  1 76  0  0
 4  0 147560 100134400  26836 875132352    0    0     0  1982 79533 33724 20  1 79  0  0
 4  0 147560 100124976  26836 875132160    0    0     0  2883 52704 23509 15  1 84  0  0
130  0 147560 99479872  26836 875132160    0    0     0     0 82853 24286 24  1 75  0  0
 5  0 147560 100132688  26836 875132160    0    0     0     0 55417 22280 15  1 84  0  0
 4  0 147560 100131040  26836 875132160    0    0     0     0 58042 25586 17  1 83  0  0
130  0 147560 99806416  26836 875132160    0    0     0     0 72743 18759 19  1 80  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
131  0 147560 100129224  26836 875132160    0    0     0    77 63921 12382 20  1 80  0  0
 4  0 147560 100129448  26836 875132160    0    0     0  1980 57785 16576 19  0 81  0  0
 3  0 147560 100132120  26836 875132224    0    0     0   140 80137 9827 23  1 77  0  0
 4  0 147560 100140416  26836 875132224    0    0     0     0 44194 11907 14  0 86  0  0
 3  0 147560 100151744  26836 875132224    0    0     0    12 63490 18622 20  0 80  0  0
131  0 147560 100152520  26836 875132160    0    0     0     0 78335 9675 20  1 79  0  0
 3  0 147560 100152784  26836 875132160    0    0     0   128 43871 11813 14  0 85  0  0
 3  0 147560 100153072  26836 875132160    0    0     0     0 48685 13794 16  0 84  0  0
 4  0 147560 100155440  26836 875132160    0    0     0     0 64115 10041 22  1 77  0  0
130  0 147560 100149296  26836 875132224    0    0     0   656 43491 12928 13  0 86  0  0
130  0 147560 100149480  26836 875132224    0    0     0   372 39031 11957 11  0 88  0  0
131  0 147560 100150080  26836 875132224    0    0     0   147 42990 12181 14  0 86  0  0
 3  0 147560 100152368  26836 875132224    0    0     0   382 60410 10453 20  1 79  0  0
 3  0 147560 100151392  26836 875132224    0    0     0    18 54012 11309 17  1 82  0  0
 4  0 147560 100151600  26836 875132224    0    0     0     0 41981 11276 13  0 86  0  0
 3  0 147560 100151552  26836 875132224    0    0     0     0 47143 13690 15  0 85  0  0
131  0 147560 100153728  26836 875132224    0    0     0     0 59113 9553 20  1 79  0  0
130  0 147560 100151552  26836 875132224    0    0     0    82 59251 15791 19  0 81  0  0
131  0 147560 99920240  26836 875132224    0    0     0    47 66152 13157 21  0 79  0  0
 4  0 147560 100002752  26836 875132224    0    0     0    13 68232 15833 22  1 78  0  0
132  0 147560 99917616  26836 875132224    0    0     0     0 62436 18882 20  0 80  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
135  0 147560 99747760  26836 875132224    0    0     0     0 62375 12846 21  1 78  0  0
 4  0 147560 99605688  26836 875132224    0    0     0     0 60287 17613 19  0 80  0  0
 6  0 147560 99569072  26836 875132224    0    0     0   326 50052 14335 16  0 83  0  0
 6  0 147560 99521448  26836 875132224    0    0     0     0 69502 16504 23  1 76  0  0
 4  0 147560 99425608  26836 875132288    0    0     0     0 46401 17126 14  0 85  0  0
 4  0 147560 99324032  26836 875132288    0    0     0     0 48148 16809 15  0 85  0  0
 3  0 147560 99227504  26836 875132288    0    0     0     0 65206 12688 22  1 77  0  0
 3  0 147560 99227616  26836 875132288    0    0     0  1618 55108 14927 18  0 82  0  0
130  0 147560 99227648  26836 875132288    0    0     0   208 112892 14900 18  0 82  0  0
131  0 147560 99229848  26836 875132288    0    0     0     0 96674 10553 24  1 75  0  0
 3  0 147560 99227256  26836 875132288    0    0     0     0 67327 13676 16  0 84  0  0
130  0 147560 99201632  26836 875132288    0    0     0     0 47485 12102 16  0 84  0  0
 4  0 147560 99210752  26836 875132288    0    0     0  1960 65565 10039 22  1 77  0  0
131  0 147560 99243872  26836 875132288    0    0     0    12 47579 11968 15  0 84  0  0
 4  0 147560 99243960  26836 875132288    0    0     0     0 47344 13202 15  0 84  0  0
 3  0 147560 99244896  26836 875132288    0    0     0   159 64932 10480 22  1 77  0  0
 3  0 147560 99242064  26836 875132288    0    0     0     3 62155 16202 20  0 79  0  0
 3  0 147560 99243200  26836 875132288    0    0     0    96 47431 12876 16  0 84  0  0
 4  0 147560 99242816  26836 875132288    0    0     0    77 64431 10961 22  1 77  0  0
 4  0 147560 99241672  26836 875132288    0    0     0   427 54010 16101 17  0 83  0  0
 3  0 147560 99240672  26836 875132288    0    0     0     3 45011 11685 14  0 85  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 147560 99238528  26836 875132288    0    0     0    25 54688 8944 19  1 81  0  0
 3  0 147560 99237488  26836 875132352    0    0     0  3301 55014 14884 18  0 82  0  0
130  0 147560 98660072  26836 875132352    0    0     0   273 67717 11990 23  1 76  0  0
 4  0 147560 99239480  26836 875132352    0    0     0     0 40192 10570 13  0 87  0  0
 3  0 147560 99237824  26836 875132352    0    0     0     0 42603 11907 14  0 86  0  0
130  0 147560 99236616  26836 875132352    0    0     0     0 40488 11908 13  0 87  0  0
 3  0 147560 99238856  26836 875132352    0    0     0     0 60852 11357 21  1 79  0  0
 3  0 147560 99236336  26836 875132352    0    0     0   176 42521 11010 14  0 86  0  0
 4  0 147560 99234216  26836 875132352    0    0     0   206 40704 12577 13  0 87  0  0
 9  0 147560 99234784  26836 875132352    0    0     0     0 63477 11935 21  1 78  0  0
130  0 147560 99732120  26836 875132352    0    0     0     0 53057 15207 15  0 84  0  0
 5  0 147560 99777440  26836 875132352    0    0     0   162 44742 10245 15  1 85  0  0
131  0 147560 99723944  26836 875132416    0    0     0   395 68064 36528 15  1 84  0  0
 5  0 147560 99723568  26836 875132416    0    0     0    18 43675 23342 12  1 87  0  0
132  0 147560 99346464  26836 875132416    0    0     0     0 709814 18950 28  1 70  0  0
 4  0 147560 99754816  26836 875132416    0    0     0     0 425985 20295 21  1 78  0  0
 5  0 147560 99755928  26836 875132416    0    0     0     0 47387 25226 13  1 86  0  0
 3  0 147560 99750984  26836 875132416    0    0     0  1820 48937 21975 14  1 86  0  0
130  0 147560 100139024  26836 875132416    0    0     0  3482 660439 16150 24  1 75  0  0
 3  0 147560 100139760  26836 875132480    0    0     0     0 473096 7941 27  1 72  0  0
 4  0 147560 100139776  26836 875132480    0    0     0     0 405683 8836 21  1 78  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 147560 101895376  26836 875132480    0    0     0     0 38393 4070  1  0 99  0  0
 4  0 147560 112473344  26836 875132480    0    0     0     7 42365 5069  1  1 99  0  0
